POSTNR,HEITI_NF,HEITI_TGF
101,Fiskislóð 33,Fiskislóð 33
101,Fiskislóð 34,Fiskislóð 34
101,Fiskislóð 35,Fiskislóð 35
101,Fiskislóð 37,Fiskislóð 37
101,Fiskislóð 37A,Fiskislóð 37A
101,Fiskislóð 37B,Fiskislóð 37B
101,Fiskislóð 37C,Fiskislóð 37C
101,Fiskislóð 39,Fiskislóð 39
101,Fiskislóð 40,Fiskislóð 40
101,Fiskislóð 41,Fiskislóð 41
101,Fiskislóð 42,Fiskislóð 42
101,Fiskislóð 43,Fiskislóð 43
101,Fiskislóð 45,Fiskislóð 45
101,Fiskislóð 47,Fiskislóð 47
101,Fiskislóð 49,Fiskislóð 49
101,Fiskislóð 5,Fiskislóð 5
101,Fiskislóð 53,Fiskislóð 53
101,Fiskislóð 57,Fiskislóð 57
101,Fiskislóð 61,Fiskislóð 61
101,Fiskislóð 65,Fiskislóð 65
101,Fiskislóð 71,Fiskislóð 71
101,Fiskislóð 73,Fiskislóð 73
101,Fiskislóð 75,Fiskislóð 75
101,Fiskislóð 77,Fiskislóð 77
101,Fiskislóð 79,Fiskislóð 79
101,Fiskislóð 79A,Fiskislóð 79A
101,Fiskislóð 81,Fiskislóð 81
101,Fiskislóð 81A,Fiskislóð 81A
101,Fiskislóð 83,Fiskislóð 83
101,Fjólugata 1,Fjólugötu 1
101,Fjólugata 11,Fjólugötu 11
101,Fjólugata 11A,Fjólugötu 11A
101,Fjólugata 13,Fjólugötu 13
101,Fjólugata 15,Fjólugötu 15
101,Fjólugata 17,Fjólugötu 17
101,Fjólugata 19,Fjólugötu 19
101,Fjólugata 19A,Fjólugötu 19A
101,Fjólugata 19B,Fjólugötu 19B
101,Fjólugata 21,Fjólugötu 21
101,Fjólugata 21A,Fjólugötu 21A
101,Fjólugata 23,Fjólugötu 23
101,Fjólugata 25,Fjólugötu 25
101,Fjólugata 3,Fjólugötu 3
101,Fjólugata 5,Fjólugötu 5
101,Fjólugata 7,Fjólugötu 7
101,Fjólugata 9,Fjólugötu 9
101,Fjölnisvegur 1,Fjölnisvegi 1
101,Fjölnisvegur 10,Fjölnisvegi 10
101,Fjölnisvegur 11,Fjölnisvegi 11
101,Fjölnisvegur 12,Fjölnisvegi 12
101,Fjölnisvegur 13,Fjölnisvegi 13
101,Fjölnisvegur 14,Fjölnisvegi 14
101,Fjölnisvegur 15,Fjölnisvegi 15
101,Fjölnisvegur 16,Fjölnisvegi 16
101,Fjölnisvegur 18,Fjölnisvegi 18
101,Fjölnisvegur 2,Fjölnisvegi 2
101,Fjölnisvegur 20,Fjölnisvegi 20
101,Fjölnisvegur 2A,Fjölnisvegi 2A
101,Fjölnisvegur 3,Fjölnisvegi 3
101,Fjölnisvegur 4,Fjölnisvegi 4
101,Fjölnisvegur 5,Fjölnisvegi 5
101,Fjölnisvegur 6,Fjölnisvegi 6
101,Fjölnisvegur 7,Fjölnisvegi 7
101,Fjölnisvegur 8,Fjölnisvegi 8
101,Fjölnisvegur 9,Fjölnisvegi 9
101,Frakkastígur 1,Frakkastíg 1
101,Frakkastígur 10,Frakkastíg 10
101,Frakkastígur 11,Frakkastíg 11
101,Frakkastígur 12,Frakkastíg 12
101,Frakkastígur 12A,Frakkastíg 12A
101,Frakkastígur 13,Frakkastíg 13
101,Frakkastígur 14,Frakkastíg 14
101,Frakkastígur 14A,Frakkastíg 14A
101,Frakkastígur 14B,Frakkastíg 14B
101,Frakkastígur 14C,Frakkastíg 14C
101,Frakkastígur 15,Frakkastíg 15
101,Frakkastígur 16,Frakkastíg 16
101,Frakkastígur 17,Frakkastíg 17
101,Frakkastígur 18,Frakkastíg 18
101,Frakkastígur 18A,Frakkastíg 18A
101,Frakkastígur 19,Frakkastíg 19
101,Frakkastígur 20,Frakkastíg 20
101,Frakkastígur 21,Frakkastíg 21
101,Frakkastígur 22,Frakkastíg 22
101,Frakkastígur 23,Frakkastíg 23
101,Frakkastígur 23A,Frakkastíg 23A
101,Frakkastígur 24,Frakkastíg 24
101,Frakkastígur 24A,Frakkastíg 24A
101,Frakkastígur 25,Frakkastíg 25
101,Frakkastígur 26,Frakkastíg 26
101,Frakkastígur 26A,Frakkastíg 26A
101,Frakkastígur 27,Frakkastíg 27
101,Frakkastígur 5,Frakkastíg 5
101,Frakkastígur 6A,Frakkastíg 6A
101,Frakkastígur 7,Frakkastíg 7
101,Frakkastígur 8,Frakkastíg 8
101,Frakkastígur 8A,Frakkastíg 8A
101,Frakkastígur 8B,Frakkastíg 8B
101,Frakkastígur 8C,Frakkastíg 8C
101,Frakkastígur 8D,Frakkastíg 8D
101,Frakkastígur 8E,Frakkastíg 8E
101,Frakkastígur 8F,Frakkastíg 8F
101,Frakkastígur 9,Frakkastíg 9
101,Framnesvegur 1,Framnesvegi 1
101,Framnesvegur 10,Framnesvegi 10
101,Framnesvegur 11,Framnesvegi 11
101,Framnesvegur 11A,Framnesvegi 11A
101,Framnesvegur 12,Framnesvegi 12
101,Framnesvegur 13,Framnesvegi 13
101,Framnesvegur 14,Framnesvegi 14
101,Framnesvegur 15,Framnesvegi 15
101,Framnesvegur 16,Framnesvegi 16
101,Framnesvegur 17,Framnesvegi 17
101,Framnesvegur 18,Framnesvegi 18
101,Framnesvegur 19,Framnesvegi 19
101,Framnesvegur 2,Framnesvegi 2
101,Framnesvegur 20,Framnesvegi 20
101,Framnesvegur 20A,Framnesvegi 20A
101,Framnesvegur 20B,Framnesvegi 20B
101,Framnesvegur 21,Framnesvegi 21
101,Framnesvegur 22,Framnesvegi 22
101,Framnesvegur 22A,Framnesvegi 22A
101,Framnesvegur 22B,Framnesvegi 22B
101,Framnesvegur 23,Framnesvegi 23
101,Framnesvegur 24,Framnesvegi 24
101,Framnesvegur 24A,Framnesvegi 24A
101,Framnesvegur 24B,Framnesvegi 24B
101,Framnesvegur 25,Framnesvegi 25
101,Framnesvegur 26,Framnesvegi 26
101,Framnesvegur 26A,Framnesvegi 26A
101,Framnesvegur 26B,Framnesvegi 26B
101,Framnesvegur 27,Framnesvegi 27
101,Framnesvegur 28,Framnesvegi 28
101,Framnesvegur 29,Framnesvegi 29
101,Framnesvegur 3,Framnesvegi 3
101,Framnesvegur 30,Framnesvegi 30
101,Framnesvegur 31,Framnesvegi 31
101,Framnesvegur 31A,Framnesvegi 31A
101,Framnesvegur 31B,Framnesvegi 31B
101,Framnesvegur 32,Framnesvegi 32
101,Framnesvegur 33,Framnesvegi 33
101,Framnesvegur 34,Framnesvegi 34
101,Framnesvegur 36,Framnesvegi 36
101,Framnesvegur 38,Framnesvegi 38
101,Framnesvegur 40,Framnesvegi 40
101,Framnesvegur 42,Framnesvegi 42
101,Framnesvegur 44,Framnesvegi 44
101,Framnesvegur 46,Framnesvegi 46
101,Framnesvegur 48,Framnesvegi 48
101,Framnesvegur 5,Framnesvegi 5
101,Framnesvegur 50,Framnesvegi 50
101,Framnesvegur 52,Framnesvegi 52
101,Framnesvegur 54,Framnesvegi 54
101,Framnesvegur 55,Framnesvegi 55
101,Framnesvegur 56,Framnesvegi 56
101,Framnesvegur 56A,Framnesvegi 56A
101,Framnesvegur 57,Framnesvegi 57
101,Framnesvegur 58,Framnesvegi 58
101,Framnesvegur 58A,Framnesvegi 58A
101,Framnesvegur 58B,Framnesvegi 58B
101,Framnesvegur 59,Framnesvegi 59
101,Framnesvegur 6,Framnesvegi 6
101,Framnesvegur 61,Framnesvegi 61
101,Framnesvegur 62,Framnesvegi 62
101,Framnesvegur 63,Framnesvegi 63
101,Framnesvegur 64,Framnesvegi 64
101,Framnesvegur 65,Framnesvegi 65
101,Framnesvegur 66,Framnesvegi 66
101,Framnesvegur 68,Framnesvegi 68
101,Framnesvegur 7,Framnesvegi 7
101,Framnesvegur 8,Framnesvegi 8
101,Framnesvegur 8A,Framnesvegi 8A
101,Freyjugata 1,Freyjugötu 1
101,Freyjugata 10,Freyjugötu 10
101,Freyjugata 10A,Freyjugötu 10A
101,Freyjugata 11,Freyjugötu 11
101,Freyjugata 11A,Freyjugötu 11A
101,Freyjugata 15,Freyjugötu 15
101,Freyjugata 16,Freyjugötu 16
101,Freyjugata 17,Freyjugötu 17
101,Freyjugata 17A,Freyjugötu 17A
101,Freyjugata 19,Freyjugötu 19
101,Freyjugata 19A,Freyjugötu 19A
101,Freyjugata 24,Freyjugötu 24
101,Freyjugata 25,Freyjugötu 25
101,Freyjugata 25A,Freyjugötu 25A
101,Freyjugata 25B,Freyjugötu 25B
101,Freyjugata 25C,Freyjugötu 25C
101,Freyjugata 26,Freyjugötu 26
101,Freyjugata 27,Freyjugötu 27
101,Freyjugata 28,Freyjugötu 28
101,Freyjugata 3,Freyjugötu 3
101,Freyjugata 30,Freyjugötu 30
101,Freyjugata 32,Freyjugötu 32
101,Freyjugata 34,Freyjugötu 34
101,Freyjugata 35,Freyjugötu 35
101,Freyjugata 36,Freyjugötu 36
101,Freyjugata 37,Freyjugötu 37
101,Freyjugata 38,Freyjugötu 38
101,Freyjugata 39,Freyjugötu 39
101,Freyjugata 3A,Freyjugötu 3A
101,Freyjugata 3B,Freyjugötu 3B
101,Freyjugata 4,Freyjugötu 4
101,Freyjugata 40,Freyjugötu 40
101,Freyjugata 41,Freyjugötu 41
101,Freyjugata 42,Freyjugötu 42
101,Freyjugata 43,Freyjugötu 43
101,Freyjugata 44,Freyjugötu 44
101,Freyjugata 45,Freyjugötu 45
101,Freyjugata 46,Freyjugötu 46
101,Freyjugata 47,Freyjugötu 47
101,Freyjugata 49,Freyjugötu 49
101,Freyjugata 5,Freyjugötu 5
101,Freyjugata 6,Freyjugötu 6
101,Freyjugata 7,Freyjugötu 7
101,Freyjugata 9,Freyjugötu 9
101,Fríkirkjuvegur 1,Fríkirkjuvegi 1
101,Fríkirkjuvegur 11,Fríkirkjuvegi 11
101,Fríkirkjuvegur 11A,Fríkirkjuvegi 11A
101,Fríkirkjuvegur 11B,Fríkirkjuvegi 11B
101,Fríkirkjuvegur 13,Fríkirkjuvegi 13
101,Fríkirkjuvegur 3,Fríkirkjuvegi 3
101,Fríkirkjuvegur 5,Fríkirkjuvegi 5
101,Fríkirkjuvegur 7,Fríkirkjuvegi 7
101,Fríkirkjuvegur 9,Fríkirkjuvegi 9
101,Gamla höfnin,Gömlu höfninni
101,Garðastræti 11,Garðastræti 11
101,Garðastræti 11A,Garðastræti 11A
101,Garðastræti 13,Garðastræti 13
101,Garðastræti 13A,Garðastræti 13A
101,Garðastræti 14,Garðastræti 14
101,Garðastræti 15,Garðastræti 15
101,Garðastræti 16,Garðastræti 16
101,Garðastræti 17,Garðastræti 17
101,Garðastræti 19,Garðastræti 19
101,Garðastræti 2,Garðastræti 2
101,Garðastræti 21,Garðastræti 21
101,Garðastræti 23,Garðastræti 23
101,Garðastræti 25,Garðastræti 25
101,Garðastræti 33,Garðastræti 33
101,Garðastræti 34,Garðastræti 34
101,Garðastræti 35,Garðastræti 35
101,Garðastræti 36,Garðastræti 36
101,Garðastræti 37,Garðastræti 37
101,Garðastræti 38,Garðastræti 38
101,Garðastræti 39,Garðastræti 39
101,Garðastræti 4,Garðastræti 4
101,Garðastræti 40,Garðastræti 40
101,Garðastræti 41,Garðastræti 41
101,Garðastræti 41A,Garðastræti 41A
101,Garðastræti 42,Garðastræti 42
101,Garðastræti 43,Garðastræti 43
101,Garðastræti 44,Garðastræti 44
101,Garðastræti 45,Garðastræti 45
101,Garðastræti 47,Garðastræti 47
101,Garðastræti 49,Garðastræti 49
101,Garðastræti 6,Garðastræti 6
101,Garðastræti 8,Garðastræti 8
101,Garðastræti 9,Garðastræti 9
101,Geirsgata 1,Geirsgötu 1
101,Geirsgata 11,Geirsgötu 11
101,Geirsgata 13,Geirsgötu 13
101,Geirsgata 15,Geirsgötu 15
101,Geirsgata 17,Geirsgötu 17
101,Geirsgata 2,Geirsgötu 2
101,Geirsgata 3,Geirsgötu 3
101,Geirsgata 3A,Geirsgötu 3A
101,Geirsgata 3B,Geirsgötu 3B
101,Geirsgata 4,Geirsgötu 4
101,Geirsgata 5,Geirsgötu 5
101,Geirsgata 5A,Geirsgötu 5A
101,Geirsgata 5B,Geirsgötu 5B
101,Geirsgata 5C,Geirsgötu 5C
101,Geirsgata 7,Geirsgötu 7
101,Geirsgata 7A,Geirsgötu 7A
101,Geirsgata 7B,Geirsgötu 7B
101,Geirsgata 7C,Geirsgötu 7C
101,Geirsgata 9,Geirsgötu 9
101,Grandagarður 1,Grandagarði 1
101,Grandagarður 10,Grandagarði 10
101,Grandagarður 101,Grandagarði 101
101,Grandagarður 11,Grandagarði 11
101,Grandagarður 12,Grandagarði 12
101,Grandagarður 13,Grandagarði 13
101,Grandagarður 14,Grandagarði 14
101,Grandagarður 15,Grandagarði 15
101,Grandagarður 16,Grandagarði 16
101,Grandagarður 17,Grandagarði 17
101,Grandagarður 18,Grandagarði 18
101,Grandagarður 19,Grandagarði 19
101,Grandagarður 1A,Grandagarði 1A
101,Grandagarður 1B,Grandagarði 1B
101,Grandagarður 2,Grandagarði 2
101,Grandagarður 20,Grandagarði 20
101,Grandagarður 21,Grandagarði 21
101,Grandagarður 23,Grandagarði 23
101,Grandagarður 25,Grandagarði 25
101,Grandagarður 27,Grandagarði 27
101,Grandagarður 29,Grandagarði 29
101,Grandagarður 3,Grandagarði 3
101,Grandagarður 31,Grandagarði 31
101,Grandagarður 33,Grandagarði 33
101,Grandagarður 35,Grandagarði 35
101,Grandagarður 37,Grandagarði 37
101,Grandagarður 39,Grandagarði 39
101,Grandagarður 41,Grandagarði 41
101,Grandagarður 43,Grandagarði 43
101,Grandagarður 45,Grandagarði 45
101,Grandagarður 47,Grandagarði 47
101,Grandagarður 49,Grandagarði 49
101,Grandagarður 5,Grandagarði 5
101,Grandagarður 51,Grandagarði 51
101,Grandagarður 53,Grandagarði 53
101,Grandagarður 55,Grandagarði 55
101,Grandagarður 57,Grandagarði 57
101,Grandagarður 59,Grandagarði 59
101,Grandagarður 61,Grandagarði 61
101,Grandagarður 63,Grandagarði 63
101,Grandagarður 65,Grandagarði 65
101,Grandagarður 67,Grandagarði 67
101,Grandagarður 69,Grandagarði 69
101,Grandagarður 7,Grandagarði 7
101,Grandagarður 71,Grandagarði 71
101,Grandagarður 73,Grandagarði 73
101,Grandagarður 75,Grandagarði 75
101,Grandagarður 77,Grandagarði 77
101,Grandagarður 79,Grandagarði 79
101,Grandagarður 8,Grandagarði 8
101,Grandagarður 81,Grandagarði 81
101,Grandagarður 83,Grandagarði 83
101,Grandagarður 85,Grandagarði 85
101,Grandagarður 87,Grandagarði 87
101,Grandagarður 89,Grandagarði 89
101,Grandagarður 9,Grandagarði 9
101,Grandagarður 91,Grandagarði 91
101,Grandagarður 93,Grandagarði 93
101,Grettisgata,Grettisgötu
101,Grettisgata 10,Grettisgötu 10
101,Grettisgata 11,Grettisgötu 11
101,Grettisgata 11A,Grettisgötu 11A
101,Grettisgata 12,Grettisgötu 12
101,Grettisgata 13,Grettisgötu 13
101,Grettisgata 13A,Grettisgötu 13A
101,Grettisgata 16,Grettisgötu 16
101,Grettisgata 16B,Grettisgötu 16B
101,Grettisgata 17,Grettisgötu 17
101,Grettisgata 18,Grettisgötu 18
101,Grettisgata 18A,Grettisgötu 18A
101,Grettisgata 19,Grettisgötu 19
101,Grettisgata 19A,Grettisgötu 19A
101,Grettisgata 19B,Grettisgötu 19B
101,Grettisgata 2,Grettisgötu 2
101,Grettisgata 20A,Grettisgötu 20A
101,Grettisgata 20B,Grettisgötu 20B
101,Grettisgata 20C,Grettisgötu 20C
101,Grettisgata 22,Grettisgötu 22
101,Grettisgata 22B,Grettisgötu 22B
101,Grettisgata 22C,Grettisgötu 22C
101,Grettisgata 24,Grettisgötu 24
101,Grettisgata 26,Grettisgötu 26
101,Grettisgata 27,Grettisgötu 27
101,Grettisgata 28,Grettisgötu 28
101,Grettisgata 28B,Grettisgötu 28B
101,Grettisgata 29,Grettisgötu 29
101,Grettisgata 2A,Grettisgötu 2A
101,Grettisgata 2B,Grettisgötu 2B
101,Grettisgata 3,Grettisgötu 3
101,Grettisgata 30,Grettisgötu 30
101,Grettisgata 31,Grettisgötu 31
101,Grettisgata 31A,Grettisgötu 31A
101,Grettisgata 32,Grettisgötu 32
101,Grettisgata 32B,Grettisgötu 32B
101,Grettisgata 33,Grettisgötu 33
101,Grettisgata 33B,Grettisgötu 33B
101,Grettisgata 34,Grettisgötu 34
101,Grettisgata 35,Grettisgötu 35
101,Grettisgata 35B,Grettisgötu 35B
101,Grettisgata 36,Grettisgötu 36
101,Grettisgata 36B,Grettisgötu 36B
101,Grettisgata 37,Grettisgötu 37
101,Grettisgata 37B,Grettisgötu 37B
101,Grettisgata 38,Grettisgötu 38
101,Grettisgata 38B,Grettisgötu 38B
101,Grettisgata 39,Grettisgötu 39
101,Grettisgata 39b,Grettisgötu 39b
101,Grettisgata 3A,Grettisgötu 3A
101,Grettisgata 4,Grettisgötu 4
101,Grettisgata 40,Grettisgötu 40
101,Grettisgata 40B,Grettisgötu 40B
101,Grettisgata 41,Grettisgötu 41
101,Grettisgata 41A,Grettisgötu 41A
101,Grettisgata 42,Grettisgötu 42
101,Grettisgata 42B,Grettisgötu 42B
101,Grettisgata 43,Grettisgötu 43
101,Grettisgata 43A,Grettisgötu 43A
101,Grettisgata 44,Grettisgötu 44
101,Grettisgata 44A,Grettisgötu 44A
101,Grettisgata 45,Grettisgötu 45
101,Grettisgata 45A,Grettisgötu 45A
101,Grettisgata 46,Grettisgötu 46
101,Grettisgata 47,Grettisgötu 47
101,Grettisgata 47A,Grettisgötu 47A
101,Grettisgata 48,Grettisgötu 48
101,Grettisgata 48B,Grettisgötu 48B
101,Grettisgata 49,Grettisgötu 49
101,Grettisgata 5,Grettisgötu 5
101,Grettisgata 50,Grettisgötu 50
101,Grettisgata 50B,Grettisgötu 50B
101,Grettisgata 51,Grettisgötu 51
101,Grettisgata 52,Grettisgötu 52
101,Grettisgata 53,Grettisgötu 53
101,Grettisgata 53A,Grettisgötu 53A
101,Grettisgata 53B,Grettisgötu 53B
101,Grettisgata 54,Grettisgötu 54
101,Grettisgata 54B,Grettisgötu 54B
101,Grettisgata 55,Grettisgötu 55
101,Grettisgata 55A,Grettisgötu 55A
101,Grettisgata 55B,Grettisgötu 55B
101,Grettisgata 55C,Grettisgötu 55C
101,Grettisgata 56A,Grettisgötu 56A
101,Grettisgata 56B,Grettisgötu 56B
101,Grettisgata 57,Grettisgötu 57
101,Grettisgata 57A,Grettisgötu 57A
101,Grettisgata 57B,Grettisgötu 57B
101,Grettisgata 58A,Grettisgötu 58A
101,Grettisgata 58B,Grettisgötu 58B
101,Grettisgata 59,Grettisgötu 59
101,Grettisgata 6,Grettisgötu 6
101,Grettisgata 60,Grettisgötu 60
101,Grettisgata 61,Grettisgötu 61
101,Grettisgata 62,Grettisgötu 62
101,Grettisgata 63,Grettisgötu 63
101,Grettisgata 64,Grettisgötu 64
101,Grettisgata 66,Grettisgötu 66
101,Grettisgata 67,Grettisgötu 67
101,Grettisgata 68,Grettisgötu 68
101,Grettisgata 69,Grettisgötu 69
101,Grettisgata 6A,Grettisgötu 6A
101,Grettisgata 7,Grettisgötu 7
101,Grettisgata 70,Grettisgötu 70
101,Grettisgata 71,Grettisgötu 71
101,Grettisgata 72,Grettisgötu 72
101,Grettisgata 73,Grettisgötu 73
101,Grettisgata 74,Grettisgötu 74
101,Grettisgata 75,Grettisgötu 75
101,Grettisgata 76,Grettisgötu 76
101,Grettisgata 77,Grettisgötu 77
101,Grettisgata 78,Grettisgötu 78
101,Grettisgata 79,Grettisgötu 79
101,Grettisgata 8,Grettisgötu 8
101,Grettisgata 80,Grettisgötu 80
101,Grettisgata 81,Grettisgötu 81
101,Grettisgata 82,Grettisgötu 82
101,Grettisgata 83,Grettisgötu 83
101,Grettisgata 84,Grettisgötu 84
101,Grettisgata 86,Grettisgötu 86
101,Grettisgata 9,Grettisgötu 9
101,Grettisgata 9A,Grettisgötu 9A
101,Grettisgata 9B,Grettisgötu 9B
101,Grettisgata 9C,Grettisgötu 9C
101,Grettisgata 9D,Grettisgötu 9D
101,Grjótagata 10,Grjótagötu 10
101,Grjótagata 11,Grjótagötu 11
101,Grjótagata 12,Grjótagötu 12
101,Grjótagata 14,Grjótagötu 14
101,Grjótagata 14B,Grjótagötu 14B
101,Grjótagata 4,Grjótagötu 4
101,Grjótagata 5,Grjótagötu 5
101,Grjótagata 6,Grjótagötu 6
101,Grjótagata 9,Grjótagötu 9
101,Grundarstígur,Grundarstíg
101,Grundarstígur 10,Grundarstíg 10
101,Grundarstígur 11,Grundarstíg 11
101,Grundarstígur 12,Grundarstíg 12
101,Grundarstígur 15,Grundarstíg 15
101,Grundarstígur 15B,Grundarstíg 15B
101,Grundarstígur 17,Grundarstíg 17
101,Grundarstígur 18,Grundarstíg 18
101,Grundarstígur 19,Grundarstíg 19
101,Grundarstígur 2,Grundarstíg 2
101,Grundarstígur 21,Grundarstíg 21
101,Grundarstígur 23,Grundarstíg 23
101,Grundarstígur 24,Grundarstíg 24
101,Grundarstígur 2A,Grundarstíg 2A
101,Grundarstígur 3,Grundarstíg 3
101,Grundarstígur 4,Grundarstíg 4
101,Grundarstígur 5,Grundarstíg 5
101,Grundarstígur 5A,Grundarstíg 5A
101,Grundarstígur 5B,Grundarstíg 5B
101,Grundarstígur 6,Grundarstíg 6
101,Grundarstígur 7,Grundarstíg 7
101,Grundarstígur 8,Grundarstíg 8
101,Grundarstígur 9,Grundarstíg 9
101,Grófin 1,Grófinni 1
101,Hafnarstræti 1,Hafnarstræti 1
101,Hafnarstræti 11,Hafnarstræti 11
101,Hafnarstræti 14,Hafnarstræti 14
101,Hafnarstræti 15,Hafnarstræti 15
101,Hafnarstræti 16,Hafnarstræti 16
101,Hafnarstræti 17,Hafnarstræti 17
101,Hafnarstræti 18,Hafnarstræti 18
101,Hafnarstræti 19,Hafnarstræti 19
101,Hafnarstræti 20,Hafnarstræti 20
101,Hafnarstræti 4,Hafnarstræti 4
101,Hafnarstræti 5,Hafnarstræti 5
101,Hafnarstræti 7,Hafnarstræti 7
101,Hafnarstræti 8,Hafnarstræti 8
101,Hafnarstræti 9,Hafnarstræti 9
101,Hallgrímstorg 1,Hallgrímstorgi 1
101,Hallgrímstorg 3,Hallgrímstorgi 3
101,Hallveigarstígur 1,Hallveigarstíg 1
101,Hallveigarstígur 10,Hallveigarstíg 10
101,Hallveigarstígur 10A,Hallveigarstíg 10A
101,Hallveigarstígur 2,Hallveigarstíg 2
101,Hallveigarstígur 4,Hallveigarstíg 4
101,Hallveigarstígur 6,Hallveigarstíg 6
101,Hallveigarstígur 6A,Hallveigarstíg 6A
101,Hallveigarstígur 7,Hallveigarstíg 7
101,Hallveigarstígur 8,Hallveigarstíg 8
101,Hallveigarstígur 8A,Hallveigarstíg 8A
101,Hallveigarstígur 9,Hallveigarstíg 9
101,Haðarstígur 10,Haðarstíg 10
101,Haðarstígur 12,Haðarstíg 12
101,Haðarstígur 14,Haðarstíg 14
101,Haðarstígur 15,Haðarstíg 15
101,Haðarstígur 16,Haðarstíg 16
101,Haðarstígur 18,Haðarstíg 18
101,Haðarstígur 2,Haðarstíg 2
101,Haðarstígur 20,Haðarstíg 20
101,Haðarstígur 22,Haðarstíg 22
101,Haðarstígur 4,Haðarstíg 4
101,Haðarstígur 6,Haðarstíg 6
101,Haðarstígur 8,Haðarstíg 8
101,Hellusund 3,Hellusundi 3
101,Hellusund 6,Hellusundi 6
101,Hellusund 6A,Hellusundi 6A
101,Hellusund 7,Hellusundi 7
101,Hlésgata 1,Hlésgötu 1
101,Hlésgata 2,Hlésgötu 2
101,Hofsvallagata 1,Hofsvallagötu 1
101,Hofsvallagata 15,Hofsvallagötu 15
101,Hofsvallagata 16,Hofsvallagötu 16
101,Hofsvallagata 17,Hofsvallagötu 17
101,Hofsvallagata 18,Hofsvallagötu 18
101,Hofsvallagata 19,Hofsvallagötu 19
101,Hofsvallagata 20,Hofsvallagötu 20
101,Hofsvallagata 21,Hofsvallagötu 21
101,Hofsvallagata 22,Hofsvallagötu 22
101,Hofsvallagata 23,Hofsvallagötu 23
101,Holtsgata,Holtsgötu
101,Holtsgata 1,Holtsgötu 1
101,Holtsgata 10,Holtsgötu 10
101,Holtsgata 12,Holtsgötu 12
101,Holtsgata 13,Holtsgötu 13
101,Holtsgata 14,Holtsgötu 14
101,Holtsgata 14A,Holtsgötu 14A
101,Holtsgata 16,Holtsgötu 16
101,Holtsgata 17,Holtsgötu 17
101,Holtsgata 18,Holtsgötu 18
101,Holtsgata 19,Holtsgötu 19
101,Holtsgata 20,Holtsgötu 20
101,Holtsgata 21,Holtsgötu 21
101,Holtsgata 22,Holtsgötu 22
101,Holtsgata 23,Holtsgötu 23
101,Holtsgata 24,Holtsgötu 24
101,Holtsgata 25,Holtsgötu 25
101,Holtsgata 3,Holtsgötu 3
101,Holtsgata 31,Holtsgötu 31
101,Holtsgata 32,Holtsgötu 32
101,Holtsgata 33,Holtsgötu 33
101,Holtsgata 34,Holtsgötu 34
101,Holtsgata 35,Holtsgötu 35
101,Holtsgata 37,Holtsgötu 37
101,Holtsgata 39,Holtsgötu 39
101,Holtsgata 41,Holtsgötu 41
101,Holtsgata 41B,Holtsgötu 41B
101,Holtsgata 5,Holtsgötu 5
101,Holtsgata 6,Holtsgötu 6
101,Holtsgata 7,Holtsgötu 7
101,Holtsgata 9,Holtsgötu 9
101,Hrannarstígur 2A,Hrannarstíg 2A
101,Hrannarstígur 3,Hrannarstíg 3
101,Hrannarstígur 4,Hrannarstíg 4
101,Hringbr./Br./Ásv.,Hringbr./Br./Ásv.
101,Hringbraut,Hringbraut
101,Hringbraut 100,Hringbraut 100
101,Hringbraut 101,Hringbraut 101
101,Hringbraut 102,Hringbraut 102
101,Hringbraut 103,Hringbraut 103
101,Hringbraut 104,Hringbraut 104
101,Hringbraut 105,Hringbraut 105
101,Hringbraut 106,Hringbraut 106
101,Hringbraut 107,Hringbraut 107
101,Hringbraut 108,Hringbraut 108
101,Hringbraut 109,Hringbraut 109
101,Hringbraut 110,Hringbraut 110
101,Hringbraut 111,Hringbraut 111
101,Hringbraut 112,Hringbraut 112
101,Hringbraut 113,Hringbraut 113
101,Hringbraut 114,Hringbraut 114
101,Hringbraut 115,Hringbraut 115
101,Hringbraut 116,Hringbraut 116
101,Hringbraut 118,Hringbraut 118
101,Hringbraut 119,Hringbraut 119
101,Hringbraut 12,Hringbraut 12
101,Hringbraut 120,Hringbraut 120
101,Hringbraut 121,Hringbraut 121
101,Hringbraut 122,Hringbraut 122
101,Hringbraut 124,Hringbraut 124
101,Hringbraut 126,Hringbraut 126
101,Hringbraut 128,Hringbraut 128
101,Hringbraut 130,Hringbraut 130
101,Hringbraut 132,Hringbraut 132
101,Hringbraut 134,Hringbraut 134
101,Hringbraut 136,Hringbraut 136
101,Hringbraut 138,Hringbraut 138
101,Hringbraut 140,Hringbraut 140
101,Hringbraut 142,Hringbraut 142
101,Hringbraut 22,Hringbraut 22
101,Hringbraut 24,Hringbraut 24
101,Hringbraut 26,Hringbraut 26
101,Hringbraut 28,Hringbraut 28
101,Hringbraut 32,Hringbraut 32
101,Hringbraut 34,Hringbraut 34
101,Hringbraut 35,Hringbraut 35
101,Hringbraut 37,Hringbraut 37
101,Hringbraut 39,Hringbraut 39
