FAERSLUNUMER,FASTNUM,HEIMILISFANG,POSTNR,UTGDAG,KAUPVERD,FASTEIGNAMAT,FASTEIGNAMAT_GILDANDI,BYGGAR,EINFLM,FJHERB
503104,2059758,Efstihjalli 13,200,2006-05-09,18700,16170,60500,1972,"86,2",3
503105,2005528,Snorrabraut 30,105,2006-05-12,14700,11605,50150,1937,"66,5",1
503106,2213100,Berjarimi 9,112,2006-05-15,21500,18545,67400,1992,"98,8",2
503107,2236194,Böðvarsgata 21,310,2006-05-12,21800,15855,55900,1999,"132,0",3
503111,2090082,Njarðargata 1,230,2006-04-19,16500,11600,47400,1955,"115,5",3
503112,2229662,Lækjasmári 2,201,2006-05-11,17150,13410,57200,1996,"70,6",1
503113,2256808,Hamravík 16,112,2006-05-15,32000,25060,84900,2002,"151,2",3
503114,2004265,Brávallagata 22,101,2006-05-10,21750,16180,72350,1933,"88,2",1
503116,2007663,Freyjugata 25A,101,2006-05-10,37600,24674,88900,1923,"130,9",6
503117,2269364,Daggarvellir 9,221,2006-05-12,29400,24360,79000,2004,"133,9",4
503118,2251158,Tröllhólar 4,800,2006-05-15,29500,24610,88900,2000,"190,0",4
503120,2073329,Arnarhraun 4-6,220,2006-05-15,12800,10720,44550,1963,"62,9",1
503121,2277919,Kirkjuvellir 3,221,2006-05-15,17400,1675,57750,    ,"79,9",2
503123,2013556,Skaftahlíð 18,105,2006-05-11,24700,18650,82750,1958,"111,1",3
503124,2027579,Hagamelur 27,107,2006-05-09,17650,14290,63050,1957,"80,4",2
503125,2183370,Foldahraun 4,900,2006-05-15,14300,10520,61650,1984,"146,3",3
503126,2008846,Eiríksgata 13,101,2006-05-16,17500,16180,68700,1934,"88,7",2
503127,2048279,Jörfabakki 14,109,2006-05-16,17300,15620,56550,1969,"100,2",3
503128,2054260,Holtasel 20,109,2006-05-15,41500,32140,108500,1979,"215,4",4
503129,2121607,Stigahlíð 2,415,2006-05-15,1500,2807,15250,1980,"65,2",2
503130,2121610,Stigahlíð 2,415,2006-05-15,1500,2807,15050,1980,"65,2",2
503131,2121613,Stigahlíð 2,415,2006-05-15,1000,2817,14900,1980,"65,5",2
503132,2121609,Stigahlíð 2,415,2006-05-15,2000,2838,15500,1980,"66,5",2
503133,2132239,Smáragrund 13,550,2006-05-15,13500,13723,63800,1966,"163,5",4
503134,2132030,Raftahlíð 36,550,2006-05-15,17300,12985,58050,1975,"148,6",4
503136,2131691,Háahlíð 6,550,2006-05-12,21000,17370,84050,1977,"261,4",6
503137,2279734,Drekavellir 18,221,2006-05-16,21400,10696,68950,2006,"101,1",2
503138,2080770,Öldugata 31,220,2006-05-16,15100,15710,37350,1945,"79,2",2
503139,2145114,Byggðavegur 93,600,2006-05-05,9900,8460,38300,1948,"78,5",1
503140,2051695,Æsufell 4,111,2006-05-16,16700,13675,52150,1973,"91,9",2
503141,2263573,Garðabraut 2,300,2006-05-16,10500,7503,26800,1950,"53,8",1
503142,2188760,Sunnubraut 2,870,2006-05-16,10000,6418,55500,1986,"120,2",3
503143,2088970,Heiðarhvammur 5,230,2006-05-11,9000,7288,34800,1979,"62,4",1
503144,2073834,Breiðvangur 6,220,2006-05-17,20000,20190,74950,1973,"146,6",3
503145,2049189,Arahólar 4,111,2006-05-15,19400,15775,58200,1973,"104,5",3
503147,2059551,Digranesvegur 26,200,2006-05-15,18400,11930,47200,1961,"74,4",2
503148,2044449,Hraunbær 4,110,2006-05-15,16200,15130,57050,1967,"90,1",2
503149,2044762,Hraunbær 74,110,2006-05-16,20200,18310,70400,1967,"120,1",3
503151,2154377,Vesturgata 7,625,2006-05-13,4500,6068,22400,1965,"89,8",3
503153,2210582,Kambahraun 18,810,2006-05-12,12200,20490,82550,1975,"177,6",4
503154,2165107,Laxárlundur 12,641,2006-04-11,4300,4092,19750,1982,"56,3",
503155,2022393,Gnoðarvogur 20,104,2006-05-16,13200,11635,49550,1959,"64,0",1
503156,2119627,Hafnarstræti 4,400,2006-05-16,12800,7815,49400,1927,"176,0",4
503157,2260591,Þórðarsveigur 4,113,2006-05-16,16000,13830,50150,2003,"71,1",1
503158,2050600,Vesturberg 78,111,2006-05-02,15000,12345,49400,1973,"73,2",2
503159,2180593,Bogaslóð 17,780,2006-05-10,3562,7577,38850,1962,"104,9",1
503160,2033006,Víðihlíð 6,105,2006-05-11,82500,59750,215200,1983,"428,9",7
503161,2287219,Seljabraut 54,109,2006-05-15,13500,9240,33700,1974,"47,8",0
503162,2086575,Norðurnes 43,276,2006-04-21,6000,3867,27900,1979,"53,2",
503163,2151606,Vestursíða 28,603,2006-05-01,14800,12100,42600,1992,"86,1",3
503164,2151518,Vanabyggð 6B,600,2006-04-28,23500,17810,74100,1961,"166,8",4
503165,2145119,Byggðavegur 96,600,2006-05-16,15200,11160,38950,1971,"90,1",3
503166,2232511,Víkurgil 1,603,2006-05-12,26650,19610,77450,1998,"130,5",3
503167,2147197,Heiðarlundur 4H,600,2006-05-12,25500,18593,78950,1976,"282,4",0
503168,2231832,Snægil 26,603,2006-05-15,17500,12107,49300,1998,"90,0",2
503169,2079852,Suðurgata 96,220,2006-05-16,28500,23430,78000,1990,"150,0",2
503170,2064050,Lundarbrekka 6,200,2006-05-10,17750,15480,63950,1969,"92,7",3
503171,2076064,Hringbraut 25,220,2006-05-16,17600,15300,57750,1960,"94,5",2
503173,2131694,Háahlíð 8,550,2006-05-16,27500,18690,87250,1979,"299,4",6
503175,2075973,Hraunkambur 5,220,2006-05-16,29500,23485,101250,1930,"187,5",4
503176,2088469,Heiðarból 8,230,2006-05-18,10700,7815,36800,1980,"68,3",2
503177,2153223,Skálabrekka 5,640,2006-05-17,10000,9915,45500,1960,"167,5",4
503178,2035159,Hæðargarður 18,108,2006-05-17,20300,16040,74150,1951,"83,1",3
503179,2279887,Lindargata 27,101,2006-05-12,49800,2480,95000,    ,"132,1",2
503180,2279883,Lindargata 27,101,2006-05-15,39500,2090,84750,    ,"106,7",1
503181,2053339,Vallarás 5,110,2006-05-17,10400,8515,39000,1987,"44,4",11
503185,2021983,Skeiðarvogur 89,104,2006-05-16,34600,27000,107100,1956,"163,6",5
503186,2244412,Ljósavík 52,112,2006-05-17,21500,17290,63500,2000,"94,5",2
503187,2268789,Þorláksgeisli 58,113,2006-05-17,37500,22880,133500,2005,"202,6",4
503188,2043916,Fiskakvísl 11,110,2006-05-18,32000,27900,103950,1983,"209,4",4
503189,2030780,Mávahlíð 39,105,2006-05-17,19000,13620,56200,1946,"68,0",2
503193,2046279,Rauðás 14,110,2006-05-15,23500,17960,67350,1981,"105,9",2
503194,2278851,Sóleyjarimi 15,112,2006-05-16,27500,12140,79400,2006,"118,8",3
503195,2148983,Mánahlíð 1,603,2006-04-29,25000,16920,66300,1977,"149,3",4
503196,2151566,Vestursíða 6A,603,2006-05-12,25300,20870,80700,1984,"177,8",5
503197,2226821,Arnarheiði 15A,810,2006-05-15,14000,11040,47350,1996,"69,6",1
503198,2096358,Brekkugata 14,190,2006-05-16,22800,14495,60900,1979,"171,1",3
503199,2065237,Smiðjuvegur 4A,200,2006-05-12,27500,6710,36100,1993,"263,1",
503199,2065236,Smiðjuvegur 4A,200,2006-05-12,27500,6710,36100,1993,"263,1",
503199,2065235,Smiðjuvegur 4A,200,2006-05-12,27500,7325,36100,1993,"263,1",
503200,2004859,Laugavegur 38B,101,2006-05-16,30200,19260,79300,1903,"90,6",2
503201,2088978,Heiðarhvammur 6,230,2006-05-04,8500,7528,35150,1981,"62,4",1
503203,2089370,Hringbraut 92B,230,2006-05-15,16400,13890,47950,1956,"100,2",3
503204,2282615,Vallarholt 4,806,2006-05-15,6550,7770,38500,2005,"46,0",
503206,2120442,Stórholt 11,400,2006-05-17,4200,5948,23650,1977,"70,1",2
503207,2265244,Básbryggja 2,110,2006-05-16,16500,13615,50250,2003,"59,0",1
503208,2044768,Hraunbær 74,110,2006-05-18,18500,17525,63250,1967,"113,3",3
503210,2004375,Ingólfsstræti 8,101,2006-04-27,18100,15940,68450,1907,"90,3",2
503211,2000466,Vesturgata 26A,101,2006-05-12,24800,19370,81650,1915,"109,2",3
503212,2025762,Meistaravellir 7,107,2006-05-08,14800,10775,49850,1964,"58,1",1
503213,2035185,Hólmgarður 4,108,2006-05-17,22700,17670,67100,1951,"95,2",0
503214,2262053,Andrésbrunnur 15,113,2006-05-05,16100,13990,51250,2003,"69,5",1
503216,2224582,Laufrimi 1,112,2006-05-17,16900,13770,52400,1995,"72,6",1
503218,2261757,Naustabryggja 20,110,2006-05-17,27000,24460,79300,2002,"124,6",2
503219,2040209,Berjarimi 2,112,2006-05-17,18300,16900,61700,1992,"113,8",2
503220,2068712,Vallarbraut 10,170,2006-05-17,25500,18905,75800,1979,"107,0",2
503221,2282697,Hörðukór 1,203,2006-05-15,29100,13171,80800,2006,"124,1",3
503223,2094093,Sjávargata 18,260,2006-05-15,11900,8620,35850,1937,"86,7",2
503224,2030374,Drápuhlíð 6,105,2006-05-09,17500,15190,62600,1948,"85,5",1
503225,2084991,Þverholt 5,270,2006-05-18,20300,17470,69450,1987,"114,3",2
503226,2030791,Mávahlíð 45,105,2006-05-18,14400,13400,55650,1949,"70,6",1
503227,2074934,Garðstígur 1,220,2006-05-15,35200,20625,77900,1947,"142,9",4
503228,2281918,Eskivellir 7,221,2006-05-18,26190,2460,89450,    ,"133,1",3
503229,2061256,Hamraborg 18,200,2006-05-11,15500,10165,50250,1973,"60,5",1
503230,2218933,Lindasmári 45,201,2006-05-12,22550,17610,72950,1994,"105,1",2
503231,2059971,Engihjalli 9,200,2006-05-15,2500,16435,56650,1978,"97,4",3
503232,2044621,Hraunbær 42,110,2006-05-18,19700,18250,68000,1967,"123,2",4
503233,2270712,Klapparhlíð 7,270,2006-05-18,19400,15930,60050,2004,"79,9",2
503234,2150827,Steinahlíð 5E,603,2006-05-17,23900,17002,65150,1977,"129,2",4
503235,2145660,Drekagil 4,603,2006-05-18,23500,17884,72250,1990,"120,4",3
503238,2083307,Dalatangi 13,270,2006-05-17,22500,18240,68250,1980,"86,6",2
503239,2083815,Lágholt 13,270,2006-05-18,33500,26990,105500,1968,"165,0",3
503240,2030292,Eskihlíð 12,105,2006-05-18,17500,17440,74950,1946,"99,7",2
503241,2029812,Barmahlíð 3,105,2006-05-18,31000,21835,89800,1946,"134,5",2
503242,2040658,Garðhús 12,112,2006-05-18,17700,14660,54500,1989,"86,2",1
503243,2048505,Dúfnahólar 2,111,2006-05-18,14100,10470,42100,1974,"62,4",1
503244,2020987,Langholtsvegur 90,104,2006-05-19,14500,13820,53150,1948,"74,9",1
503245,2213712,Mosarimi 11,112,2006-04-27,22500,18040,68200,1994,"106,6",3
503246,2042536,Logafold 155,112,2006-05-18,39000,26750,103400,1987,"157,8",4
503247,2040687,Dalhús 15,112,2006-05-18,21500,19350,76350,1990,"120,2",3
503249,2070773,Hrísmóar 8,210,2006-05-16,16800,14360,59050,1984,"77,3",1
503250,2175706,Hléskógar 2-6,700,2006-05-12,13400,10069,38700,1991,"102,5",2
503251,2034804,Háagerði 51,108,2006-05-17,29450,30000,104300,1954,"162,2",5
503253,2022826,Langholtsvegur 149,104,2006-05-19,42000,25740,105200,1947,"185,5",3
503256,2018532,Kleppsvegur 138,104,2006-05-17,16500,16440,59900,1966,"103,7",2
503257,2130761,Lækjargata 11,580,2006-05-12,2700,2793,25350,1940,"117,8",3
503258,2251857,Ástjörn 7,800,2006-05-15,22000,12358,39450,2001,"69,3",2
503259,2251857,Ástjörn 7,800,2006-05-15,7800,12358,39450,2001,"69,3",2
503261,2090820,Sunnubraut 6,230,2006-04-19,11500,9165,37600,1954,"86,5",2
503262,2091441,Ásvellir 8A,240,2006-05-17,15000,11495,41050,1989,"74,3",2
503263,2152593,Garðarsbraut 32,640,2006-05-18,9100,6473,28850,1963,"90,8",3
503264,2082593,Arkarholt 11,270,2006-05-18,36250,28760,114900,1973,"186,6",4
503265,2030859,Drápuhlíð 25,105,2006-05-18,29500,23940,98450,1947,"156,0",3
503266,2212642,Reykjabraut 8,815,2006-05-18,11800,11930,45750,1960,"122,3",2
503268,2274265,Eskivellir 7,221,2006-05-16,25300,2120,76150,    ,"111,2",3
503270,2013054,Bólstaðarhlíð 15,105,2006-05-10,12800,8260,49750,1950,"41,9",1
503272,2279832,Kjóabraut 3,846,2006-05-12,12700,9843,42150,2005,"66,0",
503273,2069966,Faxatún 9,210,2006-05-18,37800,34220,137000,1968,"238,3",4
503274,2053446,Víkurás 2,110,2006-05-18,13800,12805,49050,1985,"80,7",1
503275,2048087,Leirubakki 6,109,2006-05-08,16500,15000,52850,1970,"94,3",2
503276,2260748,Þingholtsstræti 6,101,2006-05-08,15000,11465,47050,1904,"54,3",1
503277,2212315,Haukaberg 2,815,2006-05-17,23175,18350,63100,1969,"190,0",3
503278,2065989,Víðihvammur 11,200,2006-05-17,30000,21740,82400,1976,"139,8",3
503279,2025386,Grandavegur 11,107,2006-05-12,18500,15380,65850,1989,"80,3",1
503280,2261924,Fossvegur 4,800,2006-05-17,14900,14007,43900,2002,"79,0",1
503281,2250792,Þrastarás 1,221,2006-05-12,54800,37340,132850,2002,"220,4",4
503282,2279286,Eskivellir 9A,221,2006-05-12,26350,12680,78650,2006,"139,1",3
503283,2060670,Furugrund 16,200,2006-05-11,14250,11570,49950,1977,"59,6",1
503285,2223580,Steinahlíð 3,221,2006-05-17,50000,33670,124400,1995,"179,1",4
503286,2062951,Huldubraut 13,200,2006-05-14,52000,39330,144600,1984,"296,9",6
503287,2037930,Markland 4,108,2006-05-18,25400,20220,80600,1972,"117,0",4
503288,2119660,Hafnarstræti 20,400,2006-05-09,10000,15660,23700,1913,"407,3",
503289,2178358,Leynimelur 4,755,2006-05-12,7900,4600,17700,1987,"96,5",3
503290,2057942,Álfatún 37,200,2006-05-16,18800,14075,63250,1983,"80,1",2
503292,2217230,Álfholt 48,220,2006-05-17,18800,16540,55450,1993,"92,1",3
503300,2101840,Heiðargerði 18,300,2006-05-19,9000,8867,37550,1946,"83,2",2
503301,2115944,Lágholt 21,340,2006-05-18,18500,10713,55300,1969,"160,8",4
503302,2017798,Ásvegur 17,104,2006-05-19,31700,22740,80700,1972,"123,2",4
503303,2022695,Langholtsvegur 164,104,2006-05-19,13000,12420,49800,1951,"64,5",1
503304,2290296,Pílutún 8,600,2006-05-22,16200,2320,81600,2006,"139,6",4
503305,2095713,Skólabraut 7,250,2006-05-17,18000,13925,52800,1949,"171,2",3
503306,2053898,Árskógar 6,109,2006-05-19,23500,13690,56000,1992,"74,2",1
503307,2018588,Skipasund 51,104,2006-05-19,12300,9695,42250,1950,"47,2",1
503308,2149099,Melasíða 10,603,2006-05-19,16500,11415,43100,1980,"94,1",3
503309,2147743,Hrafnagilsstræti 31,600,2006-05-19,16700,12660,57050,1958,"109,6",3
503310,2200132,Eyrargata 57  (Breiðaból),820,2006-05-19,13800,9731,45250,1932,"183,7",2
503311,2250608,Furugrund 40,800,2006-05-22,33300,28680,104950,2001,"216,5",4
503312,2268360,Rjúpnasalir 12,201,2006-05-11,22500,17940,68000,2004,"94,0",2
503313,2043847,Bröndukvísl 11,110,2006-05-19,46000,42620,155600,1986,"233,5",4
503314,2006662,Grundarstígur           10 ,nan,2006-05-22,12000,22630,nan,1915,"237,9",
503314,2006663,Grundarstígur           10 ,nan,2006-05-22,12000,1935,nan,1915,"237,9",
503314,2006661,Grundarstígur 10,101,2006-05-22,12000,22580,303650,1915,"237,9",
503315,2042626,Hverafold 25,112,2006-05-19,20300,17245,63150,1987,"101,8",2
503316,2046889,Víkurbakki 10,109,2006-05-19,35000,28600,88650,1970,"177,1",7
503317,2016876,Laugarnesvegur 74,105,2006-05-19,13300,11960,51150,1959,"62,0",1
503318,2213836,Gullengi 29,112,2006-05-19,16000,15810,59950,1994,"84,8",2
503320,2028882,Lynghagi 4,107,2006-05-19,24000,18850,71000,1957,"94,1",2
503321,2290292,Pílutún 2,600,2006-05-22,17900,2670,84350,2006,"152,3",4
503322,2232169,Grundartjörn 14,800,2006-05-19,29000,23610,86800,1997,"169,1",3
503323,2286057,Borgarbraut 18,805,2006-05-22,18300,6284,58650,2005,"141,5",3
503324,2004616,Klapparstígur 38,101,2006-05-22,82000,9175,55600,1901,"239,3",3
503324,2004614,Klapparstígur 38,101,2006-05-22,82000,18920,45350,1901,"239,3",
503326,2210369,Heiðmörk 24,810,2006-05-19,14600,12530,50800,1987,"83,2",2
503327,2093281,Gónhóll 25,260,2006-05-16,26700,18120,78650,1989,"155,0",4
503328,2029415,Skildinganes 15,102,2006-05-15,30000,52200,224000,1930,"387,3",6
503329,2262031,Andrésbrunnur 9,113,2006-05-18,26800,22060,76350,2003,"119,1",3
503330,2119457,Fjarðarstræti 6,400,2006-05-12,10500,8241,43850,1976,"123,5",3
503331,2006042,Þórsgata 23,101,2006-05-19,29000,17410,72300,1922,"93,8",4
503332,2008096,Bergþórugata 17,101,2006-05-19,12700,9755,44050,1980,"44,3",1
503333,2025012,Boðagrandi 1,107,2006-05-19,20000,14065,63500,1981,"76,5",2
503334,2090573,Sólvallagata 40,230,2006-05-15,10800,7575,33750,1956,"74,7",1
503335,2081743,Skólatún 5,225,2006-05-19,13700,12285,47250,1992,"59,4",1
503336,2070137,Hrísmóar 2A,210,2006-05-19,14200,11410,50400,1985,"56,2",1
503337,2030732,Barmahlíð 54,105,2006-05-17,36700,23910,96000,1949,"148,5",2
503338,2051517,Austurberg 10,111,2006-05-19,13200,10450,41800,1975,"58,6",1
503339,2213135,Berjarimi 12,112,2006-05-19,18400,16635,60100,1994,"107,8",2
503340,2005438,Grettisgata 57A,101,2006-05-18,13300,11840,57650,1935,"68,5",1
503341,2056697,Flúðasel 95,109,2006-05-19,20100,16755,60700,1976,"96,5",3
503342,2263780,Álfhólsvegur 135A,200,2006-05-16,38000,33050,123150,2003,"188,1",4
503343,2016912,Laugarnesvegur 54,105,2006-05-18,18000,14760,67350,1943,"80,0",3
503345,2095469,Garðbraut 100,250,2006-05-18,22800,16170,68150,1974,"210,1",5
503346,2088783,Heiðarholt 16,230,2006-05-16,9900,7944,36400,1985,"65,2",1
503347,2076321,Hvammabraut 8,220,2006-05-19,18400,17130,58100,1985,"103,9",3
503348,2043156,Bíldshöfði              10 ,nan,2006-05-18,305000,7810,nan,1991,"4058,2",
503348,2043155,Bíldshöfði 10,110,2006-05-18,305000,73980,521400,1980,"4058,2",
503349,2000260,Seljavegur 2,101,2006-05-18,38000,29050,97350,1942,"321,2",
503350,2274918,Lækjarháls 2,311,2006-03-16,15200,4424,27100,2005,"58,1",
503351,2251864,Glósalir 7,201,2006-05-16,19250,14665,59550,2001,"74,5",1
503352,2280283,Baugakór 13,203,2006-05-16,32500,14100,86150,2006,"141,8",3
503353,2279213,Perlukór 10,203,2006-05-16,39900,29160,171250,2006,"218,6",4
503357,2131637,Grenihlíð 26,550,2006-05-04,7200,7133,38200,1989,"79,2",1
503358,2200416,Sóltún,820,2006-05-18,22000,11391,52750,1964,"191,5",3
503359,2274673,Móhella 4A,221,2006-05-18,2400,2010,10300,    ,"26,3",
503360,2274743,Móhella 4B,221,2006-05-19,5400,345,10300,    ,"52,6",
503360,2274742,Móhella 4B,221,2006-05-19,5400,345,10300,    ,"52,6",
503361,2244226,Miðsalir 5,201,2006-05-10,74000,45200,204650,2004,"260,1",4
503362,2101483,Háholt 30,300,2006-05-23,19000,16340,68550,1963,"206,7",4
503363,2050966,Suðurhólar 30,111,2006-05-22,10500,7212,33150,1979,"39,5",0
503364,2009008,Freyjugata 44,101,2006-05-22,25900,17950,77500,1931,"107,7",3
503365,2019409,Laugateigur 42,105,2006-05-19,13000,12580,59600,1946,"65,4",1
503366,2281793,Tjarnabraut 20,260,2006-05-19,17500,6454,52800,2006,"100,5",3
503367,2285747,Þrastartjörn 13,260,2006-05-22,18500,13045,77550,2006,"168,4",3
503368,2285749,Þrastartjörn 15,260,2006-05-22,23500,13045,84350,2006,"168,4",3
503369,2273296,Sandavað 9,110,2006-05-22,36900,25635,81500,2005,"126,3",1
503370,2149101,Melasíða 10,603,2006-05-19,9000,7648,30900,1980,"60,7",1
503371,2148771,Lindasíða 2,603,2006-05-18,15000,9831,36800,1992,"69,1",1
503372,2252327,Álfhólar 2,800,2006-05-22,24000,18020,66900,2000,"122,6",2
503373,2069129,Ásbúð 20,210,2006-05-19,38500,26610,109450,1976,"166,3",4
503374,2020553,Langholtsvegur 101,104,2006-05-22,26500,20880,81200,1950,"132,3",2
503375,2084574,Urðarholt 5,270,2006-05-23,19200,17260,63950,1984,"91,0",2
503376,2010919,Vífilsgata 19,105,2006-05-22,14000,13830,52650,1936,"54,5",2
503377,2150226,Skarðshlíð 8,603,2006-05-22,10200,8255,32650,1966,"69,4",1
503378,2076134,Hringbraut 61,220,2006-05-19,31250,20990,90750,1954,"150,6",3
503380,2046270,Rauðás 12,110,2006-05-19,20600,16000,62550,1984,"91,0",2
503381,2227361,Hjarðarholtsvegur 21,276,2006-05-22,12000,5687,85150,1996,"43,2",
503382,2013420,Bólstaðarhlíð 10,105,2006-05-21,37000,28870,125050,1949,"225,7",3
503383,2018559,Kleppsvegur 144,104,2006-05-22,22500,20260,73500,1967,"130,1",3
503384,2280083,Perlukór 1C,203,2006-05-17,26900,13280,76350,2006,"114,8",2
503385,2281786,Tjarnabraut 20,260,2006-05-19,18500,6736,55550,2006,"106,1",3
503386,2281790,Tjarnabraut 20,260,2006-05-19,18500,6736,55550,2006,"106,1",3
503387,2094777,Hlíðargata 20,245,2006-05-23,11000,6263,32700,1963,"84,2",2
503388,2079705,Suðurgata 24,220,2006-05-22,13300,10490,42850,1907,"58,2",2
503392,2278988,Baugakór 5,203,2006-05-12,23600,11075,69650,2006,"96,3",2
503393,2263156,Lómasalir 4,201,2006-05-12,19500,16750,65100,2003,"82,0",1
503394,2150848,Stekkjargerði 3,600,2006-05-20,33000,23410,95050,1967,"191,1",4
503395,2232346,Melalind 2,201,2006-05-17,25000,18340,80650,1998,"104,1",2
503396,2224686,Lækjasmári 76,201,2006-05-17,20000,18569,69150,1996,"98,5",2
503397,2062953,Huldubraut 15A,200,2006-05-17,29200,24470,160650,1951,"116,7",4
503399,2005439,Grettisgata 57A,101,2006-05-18,17900,15460,65350,1935,"89,0",1
503401,2060051,Engihjalli 17,200,2006-04-28,15900,14480,53350,1979,"90,0",2
503402,2062442,Holtagerði 26,200,2006-05-17,21500,16560,74500,1965,"103,8",3
503403,2075441,Hjallabraut 3,220,2006-05-23,17000,15045,59750,1968,"100,1",2
503404,2073492,Austurgata 9,220,2006-05-23,33100,23070,89550,1912,"174,5",5
503405,2277776,Eskivellir 3,221,2006-05-22,14900,15410,53600,2005,"71,8",1
503407,2240001,Gautavík 11,112,2006-05-23,29800,25520,84500,1999,"155,4",3
503408,2224604,Laufrimi 5,112,2006-05-23,18900,17235,60900,1995,"88,7",2
503409,2271090,Brekkuflöt 7,300,2006-04-19,31500,23990,92950,2004,"166,8",4
503411,2091673,Gerðavellir 3,240,2006-05-22,22700,17120,68700,1979,"171,3",4
503414,2039836,Flétturimi 31,112,2006-05-18,15250,12075,49500,1993,"67,3",1
503415,2021051,Álfheimar 42,104,2006-05-24,17200,15065,63450,1958,"93,3",2
503416,2028002,Hjarðarhagi 54,107,2006-04-25,19200,14725,69000,1956,"88,3",2
503417,2290291,Pílutún 4,600,2006-05-15,17900,2670,86300,2006,"152,3",4
503418,2282744,Vallartún 6,600,2006-05-23,21200,10085,60250,2006,"116,4",3
503420,2149531,Norðurgata 45,600,2006-05-23,19000,17075,65150,1955,"188,4",2
503422,2070131,Hrísmóar 2A,210,2006-05-23,14800,13995,54550,1985,"70,3",1
503423,2046475,Reykás 35,110,2006-05-22,27500,21980,77700,1983,"134,2",2
503424,2264865,Skottugil 3,603,2006-04-21,17000,12200,50250,2003,"87,8",2
503425,2077394,Laufvangur 15,220,2006-05-23,35500,27457,100000,1970,"187,9",4
503426,2237196,Höfðabraut 1,675,2006-04-18,7900,6550,20150,2003,"356,6",
503427,2167717,Bakkavegur 2,680,2006-05-17,1000,4571,16450,1950,"152,8",3
